Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 1.8736e-01, PNorm = 57.4259, GNorm = 1.1191, lr_0 = 1.0000e-03
Loss = 1.9131e-01, PNorm = 57.4380, GNorm = 0.4667, lr_0 = 1.0000e-03
Loss = 2.3401e-01, PNorm = 57.4497, GNorm = 1.2137, lr_0 = 1.0000e-03
Loss = 2.0535e-01, PNorm = 57.4613, GNorm = 0.4105, lr_0 = 1.0000e-03
Loss = 2.0282e-01, PNorm = 57.4726, GNorm = 1.1401, lr_0 = 1.0000e-03
Loss = 1.8347e-01, PNorm = 57.4842, GNorm = 0.4365, lr_0 = 1.0000e-03
Validation auc = 0.897121
round 0 best train auc = 0.968866 on epoch 28
round 0 best validation auc = 0.897360 on epoch 28
Epoch 32
Loss = 2.2924e-01, PNorm = 57.4962, GNorm = 0.8020, lr_0 = 1.0000e-03
Loss = 2.4615e-01, PNorm = 55.8468, GNorm = 1.8576, lr_0 = 1.0000e-03
Loss = 2.1946e-01, PNorm = 57.5084, GNorm = 0.6092, lr_0 = 1.0000e-03
Loss = 2.1181e-01, PNorm = 55.8594, GNorm = 0.3519, lr_0 = 1.0000e-03
Loss = 1.9695e-01, PNorm = 57.5209, GNorm = 0.6484, lr_0 = 1.0000e-03
Loss = 2.6369e-01, PNorm = 55.8740, GNorm = 1.8326, lr_0 = 1.0000e-03
Loss = 1.9621e-01, PNorm = 57.5337, GNorm = 0.9746, lr_0 = 1.0000e-03
Loss = 2.0985e-01, PNorm = 55.8895, GNorm = 0.6894, lr_0 = 1.0000e-03
Loss = 2.0376e-01, PNorm = 57.5460, GNorm = 1.0016, lr_0 = 1.0000e-03
Loss = 2.2274e-01, PNorm = 55.9042, GNorm = 0.9583, lr_0 = 1.0000e-03
Loss = 1.8202e-01, PNorm = 57.5577, GNorm = 0.4521, lr_0 = 1.0000e-03
Loss = 2.3419e-01, PNorm = 55.9175, GNorm = 1.3074, lr_0 = 1.0000e-03
Loss = 1.8816e-01, PNorm = 57.5697, GNorm = 0.4388, lr_0 = 1.0000e-03
Loss = 2.2274e-01, PNorm = 55.9308, GNorm = 0.4982, lr_0 = 1.0000e-03
Loss = 1.9133e-01, PNorm = 57.5812, GNorm = 0.4760, lr_0 = 1.0000e-03
Loss = 2.6590e-01, PNorm = 55.9446, GNorm = 1.1618, lr_0 = 1.0000e-03
Loss = 1.6439e-01, PNorm = 57.5929, GNorm = 0.2881, lr_0 = 1.0000e-03
Loss = 1.9606e-01, PNorm = 55.9589, GNorm = 0.3949, lr_0 = 1.0000e-03
Loss = 1.7854e-01, PNorm = 57.6046, GNorm = 0.3753, lr_0 = 1.0000e-03
Loss = 2.1889e-01, PNorm = 55.9727, GNorm = 0.6788, lr_0 = 1.0000e-03
Loss = 1.9599e-01, PNorm = 57.6165, GNorm = 0.5283, lr_0 = 1.0000e-03
Loss = 2.2397e-01, PNorm = 55.9865, GNorm = 0.5566, lr_0 = 1.0000e-03
Loss = 1.7381e-01, PNorm = 57.6282, GNorm = 0.4725, lr_0 = 1.0000e-03
Loss = 2.4959e-01, PNorm = 56.0007, GNorm = 0.4969, lr_0 = 1.0000e-03
Loss = 1.9006e-01, PNorm = 57.6398, GNorm = 0.4657, lr_0 = 1.0000e-03
Loss = 2.1410e-01, PNorm = 56.0144, GNorm = 0.4410, lr_0 = 1.0000e-03
Loss = 2.2001e-01, PNorm = 57.6514, GNorm = 0.6215, lr_0 = 1.0000e-03
Loss = 1.9314e-01, PNorm = 56.0279, GNorm = 0.3084, lr_0 = 1.0000e-03
Loss = 1.9894e-01, PNorm = 57.6631, GNorm = 0.4379, lr_0 = 1.0000e-03
Loss = 2.2591e-01, PNorm = 56.0417, GNorm = 0.4787, lr_0 = 1.0000e-03
Loss = 2.1461e-01, PNorm = 57.6750, GNorm = 0.7737, lr_0 = 1.0000e-03
Loss = 1.9592e-01, PNorm = 56.0549, GNorm = 0.4200, lr_0 = 1.0000e-03
Loss = 2.1075e-01, PNorm = 57.6867, GNorm = 0.4301, lr_0 = 1.0000e-03
Loss = 1.8704e-01, PNorm = 56.0683, GNorm = 0.2799, lr_0 = 1.0000e-03
Loss = 2.1423e-01, PNorm = 57.6982, GNorm = 0.5791, lr_0 = 1.0000e-03
Loss = 2.6486e-01, PNorm = 56.0815, GNorm = 0.5031, lr_0 = 1.0000e-03
Loss = 2.0458e-01, PNorm = 57.7103, GNorm = 0.4521, lr_0 = 1.0000e-03
Loss = 2.3105e-01, PNorm = 56.0945, GNorm = 0.3968, lr_0 = 1.0000e-03
Loss = 2.3143e-01, PNorm = 57.7221, GNorm = 0.5791, lr_0 = 1.0000e-03
Loss = 2.4822e-01, PNorm = 56.1075, GNorm = 0.4170, lr_0 = 1.0000e-03
Loss = 2.2356e-01, PNorm = 57.7338, GNorm = 0.4286, lr_0 = 1.0000e-03
Loss = 1.9431e-01, PNorm = 56.1210, GNorm = 0.5194, lr_0 = 1.0000e-03
Loss = 2.1340e-01, PNorm = 57.7460, GNorm = 1.0400, lr_0 = 1.0000e-03
Loss = 2.2845e-01, PNorm = 56.1341, GNorm = 0.4763, lr_0 = 1.0000e-03
Loss = 1.9674e-01, PNorm = 57.7587, GNorm = 0.4238, lr_0 = 1.0000e-03
Loss = 1.8834e-01, PNorm = 56.1469, GNorm = 0.6976, lr_0 = 1.0000e-03
Loss = 2.2115e-01, PNorm = 57.7710, GNorm = 1.1399, lr_0 = 1.0000e-03
Loss = 2.2827e-01, PNorm = 56.1585, GNorm = 0.8158, lr_0 = 1.0000e-03
Loss = 2.2272e-01, PNorm = 57.7834, GNorm = 0.5109, lr_0 = 1.0000e-03
Loss = 2.0533e-01, PNorm = 56.1711, GNorm = 0.6552, lr_0 = 1.0000e-03
Loss = 2.1679e-01, PNorm = 57.7964, GNorm = 0.9265, lr_0 = 1.0000e-03
Loss = 2.5493e-01, PNorm = 56.1850, GNorm = 1.1934, lr_0 = 1.0000e-03
Loss = 2.1252e-01, PNorm = 57.8089, GNorm = 0.9677, lr_0 = 1.0000e-03
Loss = 2.1828e-01, PNorm = 56.1979, GNorm = 0.6712, lr_0 = 1.0000e-03
Loss = 1.8921e-01, PNorm = 57.8215, GNorm = 0.5580, lr_0 = 1.0000e-03
Loss = 2.1139e-01, PNorm = 56.2095, GNorm = 1.4211, lr_0 = 1.0000e-03
Loss = 2.1445e-01, PNorm = 57.8341, GNorm = 1.2913, lr_0 = 1.0000e-03
Loss = 1.9162e-01, PNorm = 57.8472, GNorm = 0.7018, lr_0 = 1.0000e-03
Loss = 2.0172e-01, PNorm = 56.2213, GNorm = 0.5558, lr_0 = 1.0000e-03
Loss = 2.7940e-01, PNorm = 56.2341, GNorm = 1.5560, lr_0 = 1.0000e-03
Loss = 2.1456e-01, PNorm = 56.2469, GNorm = 0.3772, lr_0 = 1.0000e-03
Loss = 2.1592e-01, PNorm = 56.2595, GNorm = 0.8993, lr_0 = 1.0000e-03
Loss = 2.1733e-01, PNorm = 56.2714, GNorm = 1.1810, lr_0 = 1.0000e-03
Loss = 2.1887e-01, PNorm = 56.2835, GNorm = 0.4711, lr_0 = 1.0000e-03
Loss = 2.4440e-01, PNorm = 56.2965, GNorm = 1.2387, lr_0 = 1.0000e-03
Loss = 2.0886e-01, PNorm = 56.3097, GNorm = 0.5324, lr_0 = 1.0000e-03
Loss = 1.9996e-01, PNorm = 56.3226, GNorm = 0.4751, lr_0 = 1.0000e-03
Loss = 2.4557e-01, PNorm = 56.3346, GNorm = 1.4294, lr_0 = 1.0000e-03
Loss = 1.9991e-01, PNorm = 56.3463, GNorm = 0.3266, lr_0 = 1.0000e-03
Loss = 2.9726e-01, PNorm = 56.3582, GNorm = 1.4502, lr_0 = 1.0000e-03
Validation auc = 0.900920
round 0 best train auc = 0.976164 on epoch 34
round 0 best validation auc = 0.902923 on epoch 34
Epoch 38
Loss = 1.8630e-01, PNorm = 57.8598, GNorm = 0.5081, lr_0 = 1.0000e-03
Loss = 2.1954e-01, PNorm = 57.8723, GNorm = 1.0813, lr_0 = 1.0000e-03
Loss = 1.9664e-01, PNorm = 57.8848, GNorm = 0.6078, lr_0 = 1.0000e-03
Loss = 1.9780e-01, PNorm = 57.8973, GNorm = 1.4849, lr_0 = 1.0000e-03
Loss = 1.9461e-01, PNorm = 57.9096, GNorm = 0.5920, lr_0 = 1.0000e-03
Loss = 2.1939e-01, PNorm = 57.9218, GNorm = 1.3014, lr_0 = 1.0000e-03
Loss = 1.8848e-01, PNorm = 57.9338, GNorm = 0.4890, lr_0 = 1.0000e-03
Loss = 2.0425e-01, PNorm = 57.9460, GNorm = 0.9883, lr_0 = 1.0000e-03
Loss = 2.1724e-01, PNorm = 57.9584, GNorm = 1.1281, lr_0 = 1.0000e-03
Loss = 1.7864e-01, PNorm = 57.9706, GNorm = 0.4043, lr_0 = 1.0000e-03
Loss = 2.0627e-01, PNorm = 57.9827, GNorm = 1.3004, lr_0 = 1.0000e-03
Validation auc = 0.901151
round 0 best train auc = 0.975708 on epoch 32
round 0 best validation auc = 0.901151 on epoch 32
Epoch 33
Loss = 1.9777e-01, PNorm = 57.9947, GNorm = 0.5607, lr_0 = 1.0000e-03
Loss = 1.9156e-01, PNorm = 56.3705, GNorm = 0.4217, lr_0 = 1.0000e-03
Loss = 2.1454e-01, PNorm = 58.0067, GNorm = 0.8157, lr_0 = 1.0000e-03
Loss = 2.2942e-01, PNorm = 56.3828, GNorm = 0.6551, lr_0 = 1.0000e-03
Loss = 1.8921e-01, PNorm = 58.0190, GNorm = 0.9544, lr_0 = 1.0000e-03
Loss = 1.7928e-01, PNorm = 56.3948, GNorm = 0.8529, lr_0 = 1.0000e-03
Loss = 1.7479e-01, PNorm = 58.0315, GNorm = 0.6024, lr_0 = 1.0000e-03
Loss = 2.1809e-01, PNorm = 56.4069, GNorm = 0.4047, lr_0 = 1.0000e-03
Loss = 2.3106e-01, PNorm = 58.0436, GNorm = 1.3921, lr_0 = 1.0000e-03
Loss = 2.1906e-01, PNorm = 56.4196, GNorm = 0.7527, lr_0 = 1.0000e-03
Loss = 1.6407e-01, PNorm = 58.0557, GNorm = 0.7178, lr_0 = 1.0000e-03
Loss = 1.8638e-01, PNorm = 56.4326, GNorm = 0.5944, lr_0 = 1.0000e-03
Loss = 2.0113e-01, PNorm = 58.0684, GNorm = 0.4725, lr_0 = 1.0000e-03
Loss = 1.8697e-01, PNorm = 56.4453, GNorm = 0.3477, lr_0 = 1.0000e-03
Loss = 1.9418e-01, PNorm = 58.0813, GNorm = 1.3199, lr_0 = 1.0000e-03
Loss = 2.2460e-01, PNorm = 56.4579, GNorm = 0.7316, lr_0 = 1.0000e-03
Loss = 2.0480e-01, PNorm = 58.0946, GNorm = 0.4232, lr_0 = 1.0000e-03
Loss = 1.8783e-01, PNorm = 56.4704, GNorm = 0.4752, lr_0 = 1.0000e-03
Loss = 2.1314e-01, PNorm = 58.1076, GNorm = 1.5360, lr_0 = 1.0000e-03
Loss = 2.0518e-01, PNorm = 56.4836, GNorm = 0.6581, lr_0 = 1.0000e-03
Loss = 1.6936e-01, PNorm = 58.1204, GNorm = 0.3710, lr_0 = 1.0000e-03
Loss = 1.8526e-01, PNorm = 56.4971, GNorm = 0.6948, lr_0 = 1.0000e-03
Loss = 2.1645e-01, PNorm = 58.1331, GNorm = 0.6345, lr_0 = 1.0000e-03
Loss = 2.1047e-01, PNorm = 56.5109, GNorm = 0.3299, lr_0 = 1.0000e-03
Loss = 2.0212e-01, PNorm = 58.1447, GNorm = 1.4015, lr_0 = 1.0000e-03
Loss = 2.4027e-01, PNorm = 56.5236, GNorm = 1.0483, lr_0 = 1.0000e-03
Loss = 2.2162e-01, PNorm = 58.1558, GNorm = 0.6164, lr_0 = 1.0000e-03
Loss = 2.2301e-01, PNorm = 56.5363, GNorm = 0.4583, lr_0 = 1.0000e-03
Loss = 2.1880e-01, PNorm = 58.1664, GNorm = 1.6746, lr_0 = 1.0000e-03
Loss = 1.8856e-01, PNorm = 56.5493, GNorm = 0.4959, lr_0 = 1.0000e-03
Loss = 2.1695e-01, PNorm = 58.1771, GNorm = 0.3743, lr_0 = 1.0000e-03
Loss = 2.0494e-01, PNorm = 56.5630, GNorm = 0.6898, lr_0 = 1.0000e-03
Loss = 2.2801e-01, PNorm = 58.1889, GNorm = 1.7485, lr_0 = 1.0000e-03
Loss = 2.1517e-01, PNorm = 56.5768, GNorm = 0.4979, lr_0 = 1.0000e-03
Loss = 1.9972e-01, PNorm = 58.2006, GNorm = 0.6489, lr_0 = 1.0000e-03
Loss = 2.2286e-01, PNorm = 56.5902, GNorm = 0.8542, lr_0 = 1.0000e-03
Loss = 2.2395e-01, PNorm = 58.2130, GNorm = 1.1663, lr_0 = 1.0000e-03
Loss = 1.9454e-01, PNorm = 56.6030, GNorm = 0.7209, lr_0 = 1.0000e-03
Loss = 2.0376e-01, PNorm = 58.2255, GNorm = 0.9560, lr_0 = 1.0000e-03
Loss = 2.0031e-01, PNorm = 56.6162, GNorm = 0.4880, lr_0 = 1.0000e-03
Loss = 2.0167e-01, PNorm = 58.2382, GNorm = 0.3853, lr_0 = 1.0000e-03
Loss = 2.2739e-01, PNorm = 56.6295, GNorm = 1.0018, lr_0 = 1.0000e-03
Loss = 2.0581e-01, PNorm = 58.2512, GNorm = 1.1341, lr_0 = 1.0000e-03
Loss = 2.0886e-01, PNorm = 56.6427, GNorm = 0.5187, lr_0 = 1.0000e-03
Loss = 1.8483e-01, PNorm = 58.2647, GNorm = 0.9052, lr_0 = 1.0000e-03
Loss = 2.0698e-01, PNorm = 56.6549, GNorm = 0.9257, lr_0 = 1.0000e-03
Loss = 2.4047e-01, PNorm = 58.2775, GNorm = 0.7848, lr_0 = 1.0000e-03
Loss = 1.8163e-01, PNorm = 56.6664, GNorm = 0.3893, lr_0 = 1.0000e-03
Loss = 2.3424e-01, PNorm = 58.2896, GNorm = 1.4528, lr_0 = 1.0000e-03
Loss = 2.0612e-01, PNorm = 56.6782, GNorm = 0.4586, lr_0 = 1.0000e-03
Loss = 2.3009e-01, PNorm = 58.3014, GNorm = 0.4082, lr_0 = 1.0000e-03
Loss = 2.3140e-01, PNorm = 56.6902, GNorm = 0.5383, lr_0 = 1.0000e-03
Loss = 2.3268e-01, PNorm = 58.3134, GNorm = 1.7933, lr_0 = 1.0000e-03
Loss = 2.1828e-01, PNorm = 56.7027, GNorm = 0.4370, lr_0 = 1.0000e-03
Loss = 1.9653e-01, PNorm = 58.3252, GNorm = 0.4770, lr_0 = 1.0000e-03
Loss = 1.9159e-01, PNorm = 58.3378, GNorm = 1.1783, lr_0 = 1.0000e-03
Loss = 2.0886e-01, PNorm = 56.7148, GNorm = 0.3742, lr_0 = 1.0000e-03
Loss = 2.2736e-01, PNorm = 56.7272, GNorm = 0.6124, lr_0 = 1.0000e-03
Loss = 2.4832e-01, PNorm = 56.7395, GNorm = 0.6740, lr_0 = 1.0000e-03
Loss = 2.5065e-01, PNorm = 56.7514, GNorm = 0.6413, lr_0 = 1.0000e-03
Loss = 2.0279e-01, PNorm = 56.7635, GNorm = 0.3295, lr_0 = 1.0000e-03
Loss = 2.2123e-01, PNorm = 56.7767, GNorm = 0.7292, lr_0 = 1.0000e-03
Loss = 1.6912e-01, PNorm = 56.7889, GNorm = 0.3757, lr_0 = 1.0000e-03
Loss = 2.1192e-01, PNorm = 56.8013, GNorm = 0.3546, lr_0 = 1.0000e-03
Loss = 1.8789e-01, PNorm = 56.8135, GNorm = 0.3042, lr_0 = 1.0000e-03
Loss = 2.0476e-01, PNorm = 56.8255, GNorm = 0.3778, lr_0 = 1.0000e-03
Loss = 2.1947e-01, PNorm = 56.8373, GNorm = 0.5422, lr_0 = 1.0000e-03
Loss = 2.2119e-01, PNorm = 56.8495, GNorm = 0.7260, lr_0 = 1.0000e-03
Loss = 1.7768e-01, PNorm = 56.8609, GNorm = 0.9129, lr_0 = 1.0000e-03
Validation auc = 0.901301
round 0 best train auc = 0.976164 on epoch 34
round 0 best validation auc = 0.902923 on epoch 34
Epoch 39
Loss = 2.1084e-01, PNorm = 58.3497, GNorm = 0.9347, lr_0 = 1.0000e-03
Loss = 1.8530e-01, PNorm = 58.3617, GNorm = 0.3904, lr_0 = 1.0000e-03
Loss = 1.9803e-01, PNorm = 58.3735, GNorm = 1.1926, lr_0 = 1.0000e-03
Loss = 1.8643e-01, PNorm = 58.3857, GNorm = 0.5769, lr_0 = 1.0000e-03
Loss = 1.9795e-01, PNorm = 58.3980, GNorm = 0.5274, lr_0 = 1.0000e-03
Loss = 2.3862e-01, PNorm = 58.4103, GNorm = 1.3787, lr_0 = 1.0000e-03
Loss = 1.8002e-01, PNorm = 58.4230, GNorm = 0.3624, lr_0 = 1.0000e-03
Loss = 1.7341e-01, PNorm = 58.4358, GNorm = 1.1880, lr_0 = 1.0000e-03
Loss = 2.0213e-01, PNorm = 58.4483, GNorm = 0.7278, lr_0 = 1.0000e-03
Loss = 2.3310e-01, PNorm = 58.4605, GNorm = 0.8014, lr_0 = 1.0000e-03
Loss = 1.8761e-01, PNorm = 58.4723, GNorm = 1.1880, lr_0 = 1.0000e-03
Loss = 1.9020e-01, PNorm = 58.4839, GNorm = 0.5366, lr_0 = 1.0000e-03
Loss = 1.9263e-01, PNorm = 58.4950, GNorm = 0.7969, lr_0 = 1.0000e-03
Validation auc = 0.896305
round 0 best train auc = 0.975708 on epoch 32
round 0 best validation auc = 0.901151 on epoch 32
Epoch 34
Loss = 1.8086e-01, PNorm = 58.5059, GNorm = 0.9935, lr_0 = 1.0000e-03
Loss = 2.2215e-01, PNorm = 56.8724, GNorm = 0.5685, lr_0 = 1.0000e-03
Loss = 1.8808e-01, PNorm = 58.5162, GNorm = 0.8958, lr_0 = 1.0000e-03
Loss = 1.7002e-01, PNorm = 56.8835, GNorm = 0.6867, lr_0 = 1.0000e-03
Loss = 1.8847e-01, PNorm = 58.5262, GNorm = 0.7055, lr_0 = 1.0000e-03
Loss = 2.1415e-01, PNorm = 56.8955, GNorm = 0.6997, lr_0 = 1.0000e-03
Loss = 1.6262e-01, PNorm = 58.5369, GNorm = 0.5904, lr_0 = 1.0000e-03
Loss = 1.8823e-01, PNorm = 56.9077, GNorm = 0.3044, lr_0 = 1.0000e-03
Loss = 1.8851e-01, PNorm = 58.5477, GNorm = 0.5310, lr_0 = 1.0000e-03
Loss = 1.6994e-01, PNorm = 56.9197, GNorm = 0.3214, lr_0 = 1.0000e-03
Loss = 2.1371e-01, PNorm = 58.5590, GNorm = 1.5290, lr_0 = 1.0000e-03
Loss = 1.9737e-01, PNorm = 56.9321, GNorm = 0.3831, lr_0 = 1.0000e-03
Loss = 1.6716e-01, PNorm = 58.5706, GNorm = 0.3820, lr_0 = 1.0000e-03
Loss = 2.0371e-01, PNorm = 56.9446, GNorm = 0.5235, lr_0 = 1.0000e-03
Loss = 2.2505e-01, PNorm = 58.5819, GNorm = 1.8249, lr_0 = 1.0000e-03
Loss = 1.6736e-01, PNorm = 58.5934, GNorm = 0.8899, lr_0 = 1.0000e-03
Loss = 2.1835e-01, PNorm = 56.9564, GNorm = 0.5691, lr_0 = 1.0000e-03
Loss = 2.2672e-01, PNorm = 58.6051, GNorm = 1.7034, lr_0 = 1.0000e-03
Loss = 1.9484e-01, PNorm = 56.9689, GNorm = 0.7830, lr_0 = 1.0000e-03
Loss = 1.9691e-01, PNorm = 58.6171, GNorm = 1.2204, lr_0 = 1.0000e-03
Loss = 2.0756e-01, PNorm = 56.9813, GNorm = 0.5334, lr_0 = 1.0000e-03
Loss = 1.9601e-01, PNorm = 58.6292, GNorm = 0.4581, lr_0 = 1.0000e-03
Loss = 2.0338e-01, PNorm = 56.9938, GNorm = 0.4330, lr_0 = 1.0000e-03
Loss = 2.1396e-01, PNorm = 58.6403, GNorm = 1.4942, lr_0 = 1.0000e-03
Loss = 1.8711e-01, PNorm = 57.0057, GNorm = 1.0061, lr_0 = 1.0000e-03
Loss = 1.8837e-01, PNorm = 58.6511, GNorm = 1.0280, lr_0 = 1.0000e-03
Loss = 1.7322e-01, PNorm = 57.0173, GNorm = 0.5433, lr_0 = 1.0000e-03
Loss = 2.1076e-01, PNorm = 58.6620, GNorm = 0.4456, lr_0 = 1.0000e-03
Loss = 2.3242e-01, PNorm = 57.0301, GNorm = 1.2990, lr_0 = 1.0000e-03
Loss = 2.5513e-01, PNorm = 58.6738, GNorm = 1.9866, lr_0 = 1.0000e-03
Loss = 2.2103e-01, PNorm = 57.0428, GNorm = 0.7722, lr_0 = 1.0000e-03
Loss = 2.0128e-01, PNorm = 58.6863, GNorm = 0.7735, lr_0 = 1.0000e-03
Loss = 1.8141e-01, PNorm = 57.0543, GNorm = 1.1786, lr_0 = 1.0000e-03
Loss = 1.9176e-01, PNorm = 58.6990, GNorm = 0.8293, lr_0 = 1.0000e-03
Loss = 2.1296e-01, PNorm = 57.0654, GNorm = 0.8828, lr_0 = 1.0000e-03
Loss = 2.2175e-01, PNorm = 58.7115, GNorm = 1.5518, lr_0 = 1.0000e-03
Loss = 2.5786e-01, PNorm = 57.0776, GNorm = 1.2759, lr_0 = 1.0000e-03
Loss = 2.2689e-01, PNorm = 58.7240, GNorm = 1.1083, lr_0 = 1.0000e-03
Loss = 1.7846e-01, PNorm = 57.0903, GNorm = 0.4106, lr_0 = 1.0000e-03
Loss = 2.2463e-01, PNorm = 58.7364, GNorm = 1.6587, lr_0 = 1.0000e-03
Loss = 1.9976e-01, PNorm = 57.1033, GNorm = 0.4646, lr_0 = 1.0000e-03
Loss = 2.4443e-01, PNorm = 58.7480, GNorm = 1.5239, lr_0 = 1.0000e-03
Loss = 1.7900e-01, PNorm = 57.1167, GNorm = 0.3680, lr_0 = 1.0000e-03
Loss = 1.8249e-01, PNorm = 58.7596, GNorm = 0.3606, lr_0 = 1.0000e-03
Loss = 1.8320e-01, PNorm = 57.1302, GNorm = 0.4162, lr_0 = 1.0000e-03
Loss = 2.2826e-01, PNorm = 58.7708, GNorm = 1.5139, lr_0 = 1.0000e-03
Loss = 2.0973e-01, PNorm = 57.1436, GNorm = 0.3883, lr_0 = 1.0000e-03
Loss = 2.7870e-01, PNorm = 58.7806, GNorm = 1.9494, lr_0 = 1.0000e-03
Loss = 1.9315e-01, PNorm = 57.1567, GNorm = 0.3842, lr_0 = 1.0000e-03
Loss = 1.9208e-01, PNorm = 58.7904, GNorm = 0.7098, lr_0 = 1.0000e-03
Loss = 2.3317e-01, PNorm = 58.8007, GNorm = 2.2692, lr_0 = 1.0000e-03
Loss = 1.9833e-01, PNorm = 57.1704, GNorm = 0.6964, lr_0 = 1.0000e-03
Loss = 1.9118e-01, PNorm = 57.1837, GNorm = 0.3962, lr_0 = 1.0000e-03
Loss = 2.4789e-01, PNorm = 57.1959, GNorm = 1.0447, lr_0 = 1.0000e-03
Loss = 2.0636e-01, PNorm = 57.2077, GNorm = 0.4443, lr_0 = 1.0000e-03
Loss = 1.9540e-01, PNorm = 57.2199, GNorm = 0.8505, lr_0 = 1.0000e-03
Loss = 2.0863e-01, PNorm = 57.2324, GNorm = 0.6552, lr_0 = 1.0000e-03
Loss = 2.0670e-01, PNorm = 57.2446, GNorm = 0.5831, lr_0 = 1.0000e-03
Loss = 2.3515e-01, PNorm = 57.2553, GNorm = 1.1857, lr_0 = 1.0000e-03
Loss = 1.9173e-01, PNorm = 57.2670, GNorm = 0.4359, lr_0 = 1.0000e-03
Loss = 2.3631e-01, PNorm = 57.2794, GNorm = 1.2498, lr_0 = 1.0000e-03
Loss = 1.8152e-01, PNorm = 57.2922, GNorm = 0.4209, lr_0 = 1.0000e-03
Loss = 2.2240e-01, PNorm = 57.3040, GNorm = 0.8989, lr_0 = 1.0000e-03
Loss = 2.1880e-01, PNorm = 57.3152, GNorm = 0.7446, lr_0 = 1.0000e-03
Loss = 1.9724e-01, PNorm = 57.3266, GNorm = 0.3832, lr_0 = 1.0000e-03
Loss = 2.3185e-01, PNorm = 57.3393, GNorm = 0.9090, lr_0 = 1.0000e-03
Loss = 1.6418e-01, PNorm = 57.3520, GNorm = 0.6211, lr_0 = 1.0000e-03
Validation auc = 0.903418
round 0 best train auc = 0.980716 on epoch 39
round 0 best validation auc = 0.903418 on epoch 39
Epoch 40
Loss = 1.9272e-01, PNorm = 58.8114, GNorm = 0.9221, lr_0 = 1.0000e-03
Loss = 1.7589e-01, PNorm = 58.8227, GNorm = 0.7501, lr_0 = 1.0000e-03
Loss = 2.2836e-01, PNorm = 58.8342, GNorm = 1.5653, lr_0 = 1.0000e-03
Loss = 2.0089e-01, PNorm = 58.8458, GNorm = 1.2739, lr_0 = 1.0000e-03
Loss = 1.8158e-01, PNorm = 58.8581, GNorm = 0.9549, lr_0 = 1.0000e-03
Loss = 2.1951e-01, PNorm = 58.8706, GNorm = 1.0847, lr_0 = 1.0000e-03
Loss = 2.0756e-01, PNorm = 58.8831, GNorm = 1.0953, lr_0 = 1.0000e-03
Loss = 2.3039e-01, PNorm = 58.8954, GNorm = 0.6749, lr_0 = 1.0000e-03
Loss = 2.5168e-01, PNorm = 58.9075, GNorm = 1.5043, lr_0 = 1.0000e-03
Loss = 2.2405e-01, PNorm = 58.9196, GNorm = 0.4431, lr_0 = 1.0000e-03
Loss = 1.8148e-01, PNorm = 58.9315, GNorm = 0.8620, lr_0 = 1.0000e-03
Loss = 2.0789e-01, PNorm = 58.9433, GNorm = 1.0705, lr_0 = 1.0000e-03
Loss = 1.7835e-01, PNorm = 58.9549, GNorm = 0.5531, lr_0 = 1.0000e-03
Loss = 1.5526e-01, PNorm = 58.9666, GNorm = 0.8769, lr_0 = 1.0000e-03
Loss = 1.9644e-01, PNorm = 58.9784, GNorm = 1.0510, lr_0 = 1.0000e-03
Validation auc = 0.897773
round 0 best train auc = 0.975708 on epoch 32
round 0 best validation auc = 0.901151 on epoch 32
Epoch 35
Loss = 1.9472e-01, PNorm = 58.9900, GNorm = 0.4844, lr_0 = 1.0000e-03
Loss = 1.5174e-01, PNorm = 59.0019, GNorm = 0.4968, lr_0 = 1.0000e-03
Loss = 1.7769e-01, PNorm = 57.3643, GNorm = 0.7677, lr_0 = 1.0000e-03
